File	Line	Term	Text
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\Custom\gatekeeper\main.html	6	Gatekeeper	<tr><td height=25 align="center"><font color="CDB67F">Gatekeeper</font></td></tr>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\Custom\gatekeeper\main.html	12	TT	<td><button value="Giran" action="bypass _bbsteleport;Giran" width=114 height=30 back="L2UI_CH3.Button.bigbutton2_down" fore="L2UI_CH3.Button.bigbutton2"></td>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\Custom\gatekeeper\main.html	13	TT	<td><button value="Aden" action="bypass _bbsteleport;Aden" width=114 height=30 back="L2UI_CH3.Button.bigbutton2_down" fore="L2UI_CH3.Button.bigbutton2"></td>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\Custom\gatekeeper\main.html	14	TT	<td><button value="Goddard" action="bypass _bbsteleport;Goddard" width=114 height=30 back="L2UI_CH3.Button.bigbutton2_down" fore="L2UI_CH3.Button.bigbutton2"></td>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\Custom\gatekeeper\main.html	16	TT	<td><button value="Rune" action="bypass _bbsteleport;Rune" width=114 height=30 back="L2UI_CH3.Button.bigbutton2_down" fore="L2UI_CH3.Button.bigbutton2"></td>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\Custom\gatekeeper\main.html	17	TT	<td><button value="Dion" action="bypass _bbsteleport;Dion" width=114 height=30 back="L2UI_CH3.Button.bigbutton2_down" fore="L2UI_CH3.Button.bigbutton2"></td>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\Custom\gatekeeper\main.html	18	TT	<td><button value="Oren" action="bypass _bbsteleport;Oren" width=114 height=30 back="L2UI_CH3.Button.bigbutton2_down" fore="L2UI_CH3.Button.bigbutton2"></td>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\Custom\gatekeeper\main.html	20	TT	<td><button value="Gludio" action="bypass _bbsteleport;Gludio" width=114 height=30 back="L2UI_CH3.Button.bigbutton2_down" fore="L2UI_CH3.Button.bigbutton2"></td>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\Custom\gatekeeper\main.html	21	TT	<td><button value="Schuttgart" action="bypass _bbsteleport;Schuttgart" width=114 height=30 back="L2UI_CH3.Button.bigbutton2_down" fore="L2UI_CH3.Button.bigbutton2"></td>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\Custom\gatekeeper\main.html	22	TT	<td><button value="Heine" action="bypass _bbsteleport;Heine" width=114 height=30 back="L2UI_CH3.Button.bigbutton2_down" fore="L2UI_CH3.Button.bigbutton2"></td>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\Custom\gatekeeper\main.html	24	TT	<td><button value="Gludin" action="bypass _bbsteleport;Gludin" width=114 height=30 back="L2UI_CH3.Button.bigbutton2_down" fore="L2UI_CH3.Button.bigbutton2"></td>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\Custom\gatekeeper\main.html	25	TT	<td><button value="Hunters" action="bypass _bbsteleport;Hunters" width=114 height=30 back="L2UI_CH3.Button.bigbutton2_down" fore="L2UI_CH3.Button.bigbutton2"></td>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\Custom\merchant\main.html	13	TT	<button value="Jewels C-S" action="bypass _bbsmultisell;600010,merchant/main" width=114 height=30 back="L2UI_CH3.Button.bigbutton2_down" fore="L2UI_CH3.Button.bigbutton2">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\Custom\merchant\main.html	16	TT	<button value="Weapons A-B" action="bypass _bbsmultisell;600014,merchant/main" width=114 height=30 back="L2UI_CH3.Button.bigbutton2_down" fore="L2UI_CH3.Button.bigbutton2">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\Custom\merchant\main.html	19	TT	<button value="Armors A" action="bypass _bbsmultisell;600016,merchant/main" width=114 height=30 back="L2UI_CH3.Button.bigbutton2_down" fore="L2UI_CH3.Button.bigbutton2">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\Custom\merchant\main.html	24	TT	<button value="Scrolls" action="bypass _bbsmultisell;600012,merchant/main" width=114 height=30 back="L2UI_CH3.Button.bigbutton2_down" fore="L2UI_CH3.Button.bigbutton2">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\Custom\merchant\main.html	26	TT	<td><center><img src="icon.etc_letter_envelope_i00" width=32 height=32><br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\Custom\merchant\main.html	27	TT	<button value="Quest/Clan" action="bypass _bbsmultisell;600024,merchant/main" width=114 height=30 back="L2UI_CH3.Button.bigbutton2_down" fore="L2UI_CH3.Button.bigbutton2">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\Custom\merchant\main.html	30	TT	<button value="Sell" action="bypass _bbssell;merchant/main" width=114 height=30 back="L2UI_CH3.Button.bigbutton2_down" fore="L2UI_CH3.Button.bigbutton2">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\Custom\premium\main.html	17	TT	<td align=center><button value="1 Day [Price 1kk]" action="bypass _bbspremium;1" width=114 height=30 back="L2UI_CH3.Button.bigbutton2_down" fore="L2UI_CH3.Button.bigbutton2"></td>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\Custom\premium\main.html	18	TT	<td align=center><button value="3 Day [Price 3kk]" action="bypass _bbspremium;3" width=114 height=30 back="L2UI_CH3.Button.bigbutton2_down" fore="L2UI_CH3.Button.bigbutton2"></td>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\Custom\premium\main.html	19	TT	<td align=center><button value="7 Day [Price 7kk]" action="bypass _bbspremium;7" width=114 height=30 back="L2UI_CH3.Button.bigbutton2_down" fore="L2UI_CH3.Button.bigbutton2"></td>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\Custom\premium\main.html	21	TT	<td align=center><button value="15 Day [Price 15kk]" action="bypass _bbspremium;15" width=114 height=30 back="L2UI_CH3.Button.bigbutton2_down" fore="L2UI_CH3.Button.bigbutton2"></td>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\Custom\premium\main.html	22	TT	<td align=center><button value="20 Day [Price 20kk]" action="bypass _bbspremium;20" width=114 height=30 back="L2UI_CH3.Button.bigbutton2_down" fore="L2UI_CH3.Button.bigbutton2"></td>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\Custom\premium\main.html	23	TT	<td align=center><button value="30 Day [Price 30kk]" action="bypass _bbspremium;30" width=114 height=30 back="L2UI_CH3.Button.bigbutton2_down" fore="L2UI_CH3.Button.bigbutton2"></td>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\Custom\home.html	29	TT	         <img src="L2UI_CH3.Etc.onscrmsg_pattern01_2" width="292" height="32"><br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\Custom\navigation.html	2	TT	<button value="Home" action="bypass _bbstop;home.html" width=114 height=30 back="L2UI_CH3.Button.bigbutton2_down" fore="L2UI_CH3.Button.bigbutton2"><br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\Custom\navigation.html	3	TT	<button value="Buffer" action="bypass _bbstop;buffer/main.html" width=114 height=30 back="L2UI_CH3.Button.bigbutton2_down" fore="L2UI_CH3.Button.bigbutton2"><br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\Custom\navigation.html	4	TT	<button value="Merchant" action="bypass _bbstop;merchant/main.html" width=114 height=30 back="L2UI_CH3.Button.bigbutton2_down" fore="L2UI_CH3.Button.bigbutton2"><br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\Custom\navigation.html	5	TT	<button value="Gatekeeper" action="bypass _bbstop;gatekeeper/main.html" width=114 height=30 back="L2UI_CH3.Button.bigbutton2_down" fore="L2UI_CH3.Button.bigbutton2"><br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\Custom\navigation.html	6	TT	<button value="Drop Search" action="bypass _bbstop;dropsearch/main.html" width=114 height=30 back="L2UI_CH3.Button.bigbutton2_down" fore="L2UI_CH3.Button.bigbutton2"><br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\Custom\navigation.html	7	TT	<button value="Delevel" action="bypass _bbstop;delevel/main.html" width=114 height=30 back="L2UI_CH3.Button.bigbutton2_down" fore="L2UI_CH3.Button.bigbutton2"><br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\Custom\navigation.html	8	TT	<button value="Premium" action="bypass _bbstop;premium/main.html" width=114 height=30 back="L2UI_CH3.Button.bigbutton2_down" fore="L2UI_CH3.Button.bigbutton2"><br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\favorite\favorite_list.html	12	TT	      <button action="bypass _bbsdelfav_%fav_id%" width="15" height="15" back="L2UI.bbs_delete_down" fore="L2UI.bbs_delete">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\friends\friend-mail.html	34	TT	          <button value="&$1078;" action="Write Mail mail %list% Title Title Content" back="l2ui_ch3.smallbutton2_down" width="65" height="20" fore="l2ui_ch3.smallbutton2">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\friends\friend-mail.html	37	TT	          <button value="&$141;" action="bypass _friendlist" back="l2ui_ch3.smallbutton2_down" width="65" height="20" fore="l2ui_ch3.smallbutton2">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\friends\friends_block_list.html	46	TT	          <button value="Delete" action="bypass _block;del" back="l2ui_ch3.smallbutton2_down" width="65" height="20" fore="l2ui_ch3.smallbutton2">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\friends\friends_block_list.html	49	TT	          <button value="Delete All" action="bypass _block;delconfirm" back="l2ui_ch3.smallbutton2_down" width="65" height="20" fore="l2ui_ch3.smallbutton2">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\friends\friends_list.html	46	TT	          <button value="Delete" action="bypass _friend;del" back="l2ui_ch3.smallbutton2_down" width="65" height="20" fore="l2ui_ch3.smallbutton2">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\friends\friends_list.html	49	TT	          <button value="Delete All" action="bypass _friend;delconfirm" back="l2ui_ch3.smallbutton2_down" width="65" height="20" fore="l2ui_ch3.smallbutton2">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\friends\friends_list.html	52	TT	          <button value="New Mail" action="bypass _friend;mail" back="l2ui_ch3.smallbutton2_down" width="65" height="20" fore="l2ui_ch3.smallbutton2">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\mail\mail-reply.html	40	TT	          <button value="&$1078;" action="Write Mail Send %mailId% Recipients Title Content" back="l2ui_ch3.smallbutton2_down" width="65" height="20" fore="l2ui_ch3.smallbutton2">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\mail\mail-reply.html	43	TT	          <button value="&$141;" action="bypass _bbsmail" back="l2ui_ch3.smallbutton2_down" width="65" height="20" fore="l2ui_ch3.smallbutton2">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\mail\mail-reply.html	46	TT	          <button value="&$425;" action="bypass _bbsmail;del;%mailId%" back="l2ui_ch3.smallbutton2_down" width="65" height="20" fore="l2ui_ch3.smallbutton2">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\mail\mail-show.html	54	TT	          <button value="&$422;" action="bypass _bbsmail" back="l2ui_ch3.smallbutton2_down" width="65" height="20" fore="l2ui_ch3.smallbutton2">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\mail\mail-show.html	58	TT	          <button value="&$912;" action="bypass _bbsmail;reply;%mailId%" back="l2ui_ch3.smallbutton2_down" width="65" height="20" fore="l2ui_ch3.smallbutton2">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\mail\mail-show.html	61	TT	          <button value="&$425;" action="bypass _bbsmail;del;%mailId%" back="l2ui_ch3.smallbutton2_down" width="65" height="20" fore="l2ui_ch3.smallbutton2">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\mail\mail-show.html	64	TT	          <button value="&$914;" action="bypass _bbsmail;store;%mailId%" back="l2ui_ch3.smallbutton2_down" width="65" height="20" fore="l2ui_ch3.smallbutton2">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\mail\mail-show.html	67	TT	          <button value="&$915;" action="bypass _bbsmail;write" back="l2ui_ch3.smallbutton2_down" width="65" height="20" fore="l2ui_ch3.smallbutton2">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\mail\mail-write.html	42	TT	          <button value="&$1078;" action="Write Mail Send %postId% ToList Title Content" back="l2ui_ch3.smallbutton2_down" width="65" height="20" fore="l2ui_ch3.smallbutton2">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\mail\mail-write.html	45	TT	          <button value="&$141;" action="bypass _bbsmail" back="l2ui_ch3.smallbutton2_down" width="65" height="20" fore="l2ui_ch3.smallbutton2">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\mail\mail.html	44	TT	          <button value="&$421;" action="bypass _bbsmail;write" back="l2ui_ch3.smallbutton2_down" width="65" height="20" fore="l2ui_ch3.smallbutton2">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\mail\mail.html	62	TT	                <button value="&$420;" action="Write Mail Search;%htype% 0 SearchTarget SearchTarget Keyword" back="l2ui_ch3.smallbutton2_down" width="65" height="20" fore="l2ui_ch3.smallbutton2">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\memo\memo.html	32	TT	      <button value="Navigate" action="url !2265" back="L2UI_CH3.Button.bigbutton2_down" fore="L2UI_CH3.Button.bigbutton2" width="114" height="30"/>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\memo\memo.html	55	TT	      <button value="Navigate" action="url !2265" back="L2UI_CH3.Button.bigbutton2_down" fore="L2UI_CH3.Button.bigbutton2" width="114" height="30"/>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\memo\memo.html	78	TT	      <button value="Navigate" action="url !2265" back="L2UI_CH3.Button.bigbutton2_down" fore="L2UI_CH3.Button.bigbutton2" width="114" height="30"/>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\region\region_show.html	41	TT	          <td width="125">Next Attack Date:</td>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\homepage.html	33	TT	      <button value="&$2258;" action="url !2265" back="l2ui_ct1.button.button_df_small_down" fore="l2ui_ct1.button.button_df_small" width="74" height="25"/>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\homepage.html	56	TT	      <button value="&$2258;" action="url !2266" back="l2ui_ct1.button.button_df_small_down" fore="l2ui_ct1.button.button_df_small" width="74" height="25"/>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\CommunityBoard\homepage.html	79	TT	      <button value="&$2258;" action="url !2267" back="l2ui_ct1.button.button_df_small_down" fore="l2ui_ct1.button.button_df_small" width="74" height="25"/>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\default\30049.htm	2	TT	Excuse me... Have you heard the rumor that one of the villagers has got some really pretty beads? When I heard that, I just wanted them so bad, I got green with envy. When I want something, I can only rest once I get my hands on it. You may think I'm a grabber, but I can't help myself. I'm so happy when I get what I want.<br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\default\30130-2.htm	2	Light	The Dark Elf village! The brilliant underground city and the product of our race's brilliant civilization and developed skills! The beauty is often compared to that of obsidian that shines a lucid light in the dark.<br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\default\30133.htm	2	TT	All things are temporal. Never forget that no matter how powerful one becomes, he must always eventually return to Shilen.<br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\default\30141-1.htm	3	Light	When war with the Elves of light was at its height, Human Mystics took sides with the Elves of light and cast strong sealing spells on Mitraell. Because of this, the morale of our forces was broken, and just as we were about to win the war, we had no choice but to retreat. Our Patriarch was a political leader, but also the central source of the black magic used by our race. Losing that power meant that our magic was greatly weakend.<br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\default\30141.htm	3	TT	I am Tetrarch Talloth of the Dark Elves -- heir of the dark Runsord Vellisark and the royal knight of <font color="LEVEL">Hierarch Mitraell</font>. I am the envoy of Gran Kain who leads the hosts of darkness to the battlefield.<br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\default\30223.htm	2	TT	Sometimes I wonder if we've forgotten the truly important things in life. I once was a student studying magic. There was a time when I spent all my energy on research and discipline--hungry to put my hands on the greatest magical powers.<br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\default\30305-1.htm	2	Light	Enlightenment is followed by sacrifice. If you look back on the history of our race, you will truly realize the truth of this teaching. When the <font color="LEVEL">great Sorcerer Dasparion</font> came to us a thousand years ago and proposed to teach us black magic, we did not anticipate the sacrifice we would have to pay in the future and accepted his proposal.<br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\default\30305-1.htm	3	Light	When we were at war with the Elves of the light, the black magic spells we cast wiped out the innocent Elves of the trees, due to Dasparion's malicious plots. While the Elves of the trees died, they cursed us with all their remaining strength. As a result, our beautiful forest withered, our skin became scorched by the sun, and we went blind and became the race of the Dark. For hundreds of years, we lived hidden underground.<br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\default\30305.htm	2	Light	May the mercy of Shilen shade you from the light.<br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\default\30305.htm	4	Light	<font color="LEVEL">Black magic</font> is the source of our power and the revelation of dark truth. It is forbidden among other races. They do not understand darkness and fear it, so therefore they exclude it. However, if there is light, there is shadow, and we can control the true power of black magic because we confront darkness with no fear.<br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\default\30307.htm	2	Light	The craftsmen of the Elves of light are skilled indeed, but they are proud -- they look down on any metals other than mithril, and hate to even touch them. Of course, mithril is a fine material, no doubt. It is harder than iron, very lightweight, and is friendly to magic.<br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\default\30311-2.htm	2	Light	This island was originally the sacred ground of the Elves of Light. I heard they were powerful enchanters, who communed with spirits. At the time when the Elves began the war with the Orcs, they also began to teach Humans magic to increase their army's strength. Thus, they built the School of Wizardry here, and selected and trained magically talented Humans.<br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\default\30312.htm	1	Light	<html><body>Lighthouse Keeper Rockswell:<br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\default\30312.htm	3	Light	If you look down at the sea from this lighthouse, you'll get to know what tales the sea has to tell. It shows you a far different face when it's clear out than when there's a hurricane. Usually, it's calm and quiet, but there's nothin' as scary as the angry sea.<br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\default\30312.htm	4	Light	I became a lighthouse keeper because I love the sea. My wife and daughter complain that we suffer in such a small and uncultured island village, but ... the sea is the heart's refuge, and like a mother's warm love ...<br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\default\30354.htm	2	Light	Hundreds of years have passed since our race has been set free from the curse of the tree Elves. However, I still remember the pain of my flesh burning in the light of the sun. For unnumbered years we were forced to live in the darkness underground, and come to the surface only at night.<br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\default\30354.htm	3	Light	Thanks to the studies of the tetrarchs, the curse that forced us into darkness has been broken, and we have retaken the forest that used to be our home. But we still live in this underground city, and our friendship with the night to bring war and vengeance to the Elves of the light and the Humans that persecuted us.<br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\default\30354.htm	4	TT	The brothers of light that expelled us and the Humans that mocked us with wicked deception will not be forgiven. But it is true that there are times when I remember all of our people dancing together under the moonlight and enjoying poetry and music by the river a very long time ago... Perhaps we have forgotten how to enjoy life because of hatred and revenge...<br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\default\30359-1.htm	2	Light	<font color="LEVEL">Gran Kain</font> -- Sovereign of Destruction, Father of Darkness! If the sunlight that pierces our eyes was made by Einhasad, then the darkness that swallows the light was made by the Dark Lord, Gran Kain. Other races call Gran Kain a devil, fear him and exclude his followers.<br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\default\30359-1.htm	3	Light	However, as the late afternoon shadow slowly overtakes the land, the power of Gran Kain will surpass all other gods -- and when the light is put out, flames extinguished, and the wind dies, the ground will part and all rivers and oceans will become dry. Then, only darkness will remain...<br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\default\30361.htm	3	TT	The place called the Sea of Spores was once a battlefield of the great war between Elves and Men. Before that, it was a beautiful place, but the battle magic of the war polluted the ground, and the blight grows wider even to this very day. They say the Mystics at the <font color="LEVEL">Ivory Tower</font> have set up force fields that are just barely sufficient to contain the blight. In the fight between us Elves and the Humans, nature was the ultimate loser.<br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\default\30362.htm	4	TT	Actually, I haven't been there myself, but ... those who wanted to settle a new village went out and founded Innadril, which is far from here. They say that they built it just like our village, out of homesickness, but I'm curious what it looks like. They must have someone who manages the Mother Tree Glade there, too, don't you think? I would like to meet them someday.<br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\default\30363-1.htm	7	TT	<tr><td>for stoking the fire are pretty steep...</td></tr><br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\default\30363-3.htm	4	Robe	<tr><td>one-piece magic robes, armor and magical</td></tr>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\default\30363.htm	3	TT	I have finished setting up my shop and am ready to start work. Now, what do you need?<br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\default\30368.htm	2	TT	By chance, do you have a <font color="LEVEL">lover?</font> If you do, then send a letter filled with your love right now. It is no use regretting something when time has passed. When I search my memory, I can see him clearly... A long time -- so long that Humans cannot even imagine -- has passed. But still, I am happy. I have kept my promise to him, and I have my memories.<br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\default\30391.htm	2	Light	Are you learned? The world is made of <font color="LEVEL">light and darkness</font> and four elements. Those four are no other than <font color="LEVEL">water, fire, wind and earth.</font> All magic in this world is based on the powers of these six principles. That is why it is important, above anything else, for Mystics to understand the powers of that which composes this world.<br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\default\30405.htm	2	Light	May the blessings of the starlight shine upon you. What brings you to such a secluded place, traveler?<br>
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\html\default\30406.htm	3	Light	Do, can you believe that the structure you are looking at now was erected thousands of years ago? There are several similar relics like this around the island. They were erected in ancient times by the Elves of light that lived on the Talking Island. I think this was where the enchanters of the Elves paid tribute to the island s <font color="LEVEL">Hieros.</font><br>
